length,diameter,height,wholeweight,shuckedweight,visceraweight,shellweight,class,F,I,M
0.6,0.465,0.165,1.038,0.4975,0.2205,0.251,9,False,False,True
0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,14,True,False,False
0.615,0.465,0.15,0.923,0.4615,0.1825,0.2415,9,True,False,False
0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,7,False,False,True
0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38,9,True,False,False
0.19,0.13,0.045,0.0265,0.009,0.005,0.009,5,False,True,False
0.395,0.325,0.105,0.306,0.111,0.0735,0.095,8,False,True,False
0.585,0.45,0.15,0.997,0.4055,0.283,0.251,11,False,False,True
0.53,0.425,0.11,0.739,0.237,0.161,0.295,13,False,False,True
0.61,0.475,0.175,1.024,0.409,0.261,0.322,9,False,False,True
0.49,0.375,0.115,0.557,0.2275,0.1335,0.1765,8,False,True,False
0.71,0.53,0.195,1.8745,0.6755,0.4065,0.6855,12,True,False,False
0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,13,False,False,True
0.52,0.4,0.11,0.597,0.2935,0.1155,0.16,8,False,True,False
0.485,0.38,0.15,0.605,0.2155,0.14,0.18,15,True,False,False
0.55,0.415,0.135,0.8145,0.427,0.1855,0.175,8,True,False,False
0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295,9,True,False,False
0.8,0.63,0.195,2.526,0.933,0.59,0.62,23,True,False,False
0.495,0.38,0.135,0.5095,0.2065,0.1165,0.165,8,False,True,False
0.515,0.405,0.12,0.646,0.2895,0.1405,0.177,10,True,False,False
0.515,0.4,0.125,0.615,0.2865,0.123,0.1765,8,True,False,False
0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,10,True,False,False
0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,8,False,False,True
0.62,0.5,0.175,1.146,0.477,0.23,0.39,13,True,False,False
0.5,0.415,0.165,0.6885,0.249,0.138,0.25,13,False,False,True
0.655,0.515,0.2,1.373,0.443,0.3375,0.49,16,False,False,True
0.655,0.455,0.17,1.2895,0.587,0.3165,0.3415,11,True,False,False
0.575,0.445,0.135,0.883,0.381,0.2035,0.26,11,True,False,False
0.275,0.205,0.07,0.094,0.0335,0.02,0.0325,5,False,False,True
0.28,0.21,0.065,0.0905,0.035,0.02,0.03,5,False,False,True
0.5,0.4,0.13,0.7715,0.37,0.16,0.211,8,False,False,True
0.48,0.335,0.125,0.524,0.246,0.1095,0.145,7,False,True,False
0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,11,False,False,True
0.595,0.455,0.155,1.041,0.416,0.2105,0.365,14,False,False,True
0.49,0.37,0.105,0.5265,0.249,0.1005,0.148,7,True,False,False
0.185,0.135,0.045,0.032,0.011,0.0065,0.01,4,False,True,False
0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,11,False,True,False
0.485,0.375,0.125,0.562,0.2505,0.1345,0.1525,8,False,True,False
0.605,0.49,0.145,1.3,0.517,0.3285,0.31,14,False,False,True
0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,12,True,False,False
0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18,True,False,False
0.49,0.38,0.125,0.549,0.245,0.1075,0.174,10,True,False,False
0.54,0.415,0.155,0.702,0.322,0.167,0.19,10,False,True,False
0.38,0.29,0.12,0.283,0.1175,0.0655,0.085,9,False,False,True
0.665,0.515,0.2,1.2695,0.5115,0.2675,0.436,12,False,False,True
0.28,0.12,0.075,0.117,0.0455,0.029,0.0345,4,False,True,False
0.62,0.47,0.2,1.2255,0.381,0.27,0.435,23,True,False,False
0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,18,False,False,True
0.58,0.455,0.16,0.9215,0.312,0.196,0.3,17,True,False,False
0.405,0.305,0.1,0.271,0.0965,0.061,0.091,7,False,True,False
0.505,0.4,0.165,0.729,0.2675,0.155,0.25,9,True,False,False
0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07,7,False,False,True
0.46,0.355,0.14,0.4935,0.216,0.133,0.115,13,False,True,False
0.255,0.19,0.05,0.083,0.0295,0.0215,0.027,6,False,True,False
0.505,0.375,0.115,0.5895,0.2635,0.12,0.167,10,True,False,False
0.505,0.39,0.185,0.6125,0.267,0.142,0.172,7,False,True,False
0.575,0.455,0.135,0.907,0.4245,0.197,0.26,9,False,False,True
0.28,0.205,0.1,0.1165,0.0545,0.0285,0.03,5,False,False,True
0.275,0.195,0.065,0.106,0.054,0.02,0.028,6,False,True,False
0.43,0.34,0.105,0.4405,0.2385,0.0745,0.1075,6,False,True,False
0.675,0.51,0.195,1.382,0.6045,0.3175,0.3965,10,True,False,False
0.36,0.265,0.09,0.2065,0.078,0.057,0.06,8,True,False,False
0.38,0.29,0.085,0.2285,0.088,0.0465,0.075,7,False,True,False
0.36,0.26,0.08,0.1795,0.074,0.0315,0.06,5,False,True,False
0.565,0.45,0.165,0.9765,0.322,0.244,0.37,12,True,False,False
0.455,0.35,0.135,0.5365,0.2855,0.0855,0.1325,7,False,True,False
0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,10,False,False,True
0.51,0.38,0.115,0.5155,0.215,0.1135,0.166,8,False,True,False
0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,16,True,False,False
0.49,0.39,0.135,0.59,0.215,0.125,0.1845,12,True,False,False
0.505,0.39,0.13,0.674,0.3165,0.141,0.1785,9,True,False,False
0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,11,False,False,True
0.575,0.45,0.125,0.78,0.3275,0.188,0.235,9,False,True,False
0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,11,False,False,True
0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,8,False,True,False
0.555,0.46,0.145,0.9005,0.3845,0.158,0.2765,11,False,True,False
0.47,0.345,0.14,0.4615,0.229,0.1105,0.116,9,False,True,False
0.375,0.265,0.095,0.196,0.085,0.042,0.0585,5,False,True,False
0.55,0.42,0.155,0.912,0.495,0.1805,0.205,9,False,True,False
0.635,0.5,0.175,1.477,0.684,0.3005,0.39,12,True,False,False
0.725,0.56,0.21,2.141,0.65,0.398,1.005,18,True,False,False
0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,10,False,False,True
0.53,0.395,0.115,0.5685,0.249,0.1375,0.161,9,True,False,False
0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,11,False,False,True
0.45,0.355,0.105,0.4445,0.197,0.093,0.1335,8,False,True,False
0.56,0.45,0.14,0.9,0.472,0.182,0.218,7,False,False,True
0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,18,False,False,True
0.645,0.485,0.215,1.514,0.546,0.2615,0.635,16,False,False,True
0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07,9,False,True,False
0.455,0.35,0.135,0.5365,0.2855,0.0855,0.1325,7,False,True,False
0.665,0.515,0.18,1.389,0.5945,0.324,0.395,10,True,False,False
0.515,0.4,0.125,0.5925,0.265,0.1175,0.168,9,False,True,False
0.465,0.34,0.11,0.346,0.1425,0.073,0.113,11,False,True,False
0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,14,True,False,False
0.485,0.39,0.125,0.591,0.287,0.141,0.12,9,False,True,False
0.38,0.3,0.09,0.277,0.1655,0.0625,0.082,6,False,True,False
0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,8,False,False,True
0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,11,False,True,False
0.665,0.535,0.195,1.606,0.5755,0.388,0.48,14,False,False,True
0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,17,True,False,False
0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,20,True,False,False
0.52,0.385,0.115,0.669,0.2385,0.172,0.205,12,False,False,True
0.7,0.575,0.205,1.773,0.605,0.447,0.538,13,True,False,False
0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,10,False,False,True
0.545,0.405,0.13,0.658,0.327,0.1445,0.174,8,False,True,False
0.595,0.465,0.15,1.0255,0.412,0.2745,0.289,11,True,False,False
0.66,0.495,0.21,1.548,0.724,0.3525,0.3925,10,True,False,False
0.615,0.48,0.185,1.2205,0.4985,0.315,0.33,10,False,False,True
0.58,0.45,0.195,0.8265,0.4035,0.173,0.225,9,True,False,False
0.51,0.375,0.1,0.5785,0.238,0.1225,0.175,7,False,True,False
0.255,0.19,0.06,0.086,0.04,0.0185,0.025,5,False,True,False
0.585,0.48,0.185,1.04,0.434,0.265,0.285,10,False,False,True
0.515,0.4,0.125,0.5625,0.25,0.1245,0.17,7,False,True,False
0.55,0.435,0.16,0.906,0.342,0.219,0.295,13,False,False,True
0.44,0.35,0.125,0.456,0.21,0.0955,0.131,8,False,True,False
0.295,0.215,0.075,0.129,0.05,0.0295,0.04,7,False,False,True
0.435,0.335,0.1,0.3245,0.135,0.0785,0.098,7,False,True,False
0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,9,False,True,False
0.275,0.195,0.07,0.08,0.031,0.0215,0.025,5,True,False,False
0.67,0.54,0.165,1.5015,0.518,0.358,0.505,14,True,False,False
0.45,0.325,0.135,0.438,0.1805,0.1165,0.11,9,True,False,False
0.485,0.37,0.115,0.637,0.38,0.1335,0.128,7,False,True,False
0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,12,True,False,False
0.62,0.51,0.18,1.3315,0.594,0.276,0.388,11,True,False,False
0.49,0.39,0.15,0.573,0.225,0.124,0.17,21,False,False,True
0.68,0.53,0.205,1.496,0.5825,0.337,0.465,14,False,False,True
0.475,0.355,0.115,0.5195,0.279,0.088,0.1325,7,False,True,False
0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,9,True,False,False
0.71,0.565,0.195,1.817,0.785,0.492,0.49,11,True,False,False
0.47,0.38,0.125,0.4845,0.211,0.1075,0.142,6,False,True,False
0.555,0.43,0.14,0.7665,0.341,0.165,0.23,9,False,True,False
0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12,True,False,False
0.65,0.5,0.16,1.3825,0.702,0.304,0.3195,9,True,False,False
0.575,0.46,0.15,0.927,0.333,0.207,0.2985,9,True,False,False
0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,9,False,True,False
0.6,0.47,0.155,1.036,0.4375,0.196,0.325,20,False,False,True
0.3,0.24,0.09,0.161,0.0725,0.039,0.05,6,False,False,True
0.365,0.255,0.08,0.1985,0.0785,0.0345,0.053,5,False,True,False
0.65,0.5,0.16,1.3825,0.702,0.304,0.3195,9,True,False,False
0.505,0.4,0.15,0.775,0.3445,0.157,0.185,7,False,False,True
0.585,0.45,0.15,1.047,0.4315,0.276,0.315,14,False,False,True
0.67,0.485,0.175,1.2565,0.5355,0.322,0.386,9,False,True,False
0.425,0.305,0.11,0.359,0.173,0.0875,0.0975,9,False,False,True
0.455,0.355,0.13,0.515,0.2,0.1275,0.175,11,False,False,True
0.525,0.425,0.12,0.702,0.3335,0.1465,0.22,12,False,False,True
0.465,0.325,0.14,0.7615,0.362,0.1535,0.209,10,False,True,False
0.6,0.475,0.15,1.13,0.575,0.196,0.305,9,True,False,False
0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171,8,False,True,False
0.645,0.515,0.24,1.5415,0.471,0.369,0.535,13,False,False,True
0.485,0.345,0.16,0.869,0.3085,0.185,0.319,9,False,True,False
0.6,0.47,0.15,0.928,0.4225,0.183,0.275,8,False,False,True
0.655,0.505,0.165,1.27,0.6035,0.262,0.335,10,False,False,True
0.57,0.48,0.18,0.9395,0.399,0.2,0.295,14,False,False,True
0.665,0.54,0.175,1.347,0.4955,0.254,0.415,17,False,False,True
0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,12,False,False,True
0.65,0.51,0.175,1.446,0.6485,0.2705,0.45,12,False,False,True
0.72,0.58,0.19,2.0885,0.9955,0.478,0.5305,13,False,False,True
0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,12,False,False,True
0.615,0.5,0.17,1.054,0.4845,0.228,0.295,10,False,False,True
0.72,0.6,0.235,2.2385,0.984,0.411,0.621,12,False,False,True
0.595,0.465,0.15,1.0765,0.491,0.22,0.287,9,True,False,False
0.49,0.39,0.14,0.707,0.2795,0.2185,0.18,13,False,False,True
0.625,0.475,0.16,1.3335,0.605,0.2875,0.319,10,True,False,False
0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9,False,False,True
0.515,0.435,0.17,0.631,0.2765,0.111,0.216,12,True,False,False
0.705,0.56,0.205,2.381,0.9915,0.5005,0.624,10,True,False,False
0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,6,False,True,False
0.615,0.52,0.15,1.3435,0.629,0.2605,0.345,10,True,False,False
0.615,0.455,0.145,1.1155,0.5045,0.238,0.315,10,True,False,False
0.465,0.36,0.105,0.488,0.188,0.0845,0.19,10,False,False,True
0.37,0.275,0.09,0.2065,0.096,0.0395,0.058,7,False,True,False
0.595,0.48,0.165,1.262,0.4835,0.283,0.41,17,False,False,True
0.655,0.54,0.215,1.5555,0.695,0.296,0.444,11,True,False,False
0.735,0.57,0.175,1.88,0.9095,0.387,0.488,11,False,False,True
0.59,0.46,0.145,0.9905,0.453,0.2205,0.275,8,True,False,False
0.53,0.425,0.13,0.7455,0.2995,0.1355,0.245,10,False,False,True
0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355,7,True,False,False
0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965,8,True,False,False
0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,9,True,False,False
0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,11,False,False,True
0.36,0.265,0.09,0.2065,0.078,0.057,0.06,8,True,False,False
0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,10,False,True,False
0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,7,False,True,False
0.565,0.45,0.155,1.0595,0.4735,0.24,0.265,10,False,False,True
0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,11,True,False,False
0.465,0.355,0.09,0.4325,0.2005,0.074,0.1275,9,False,True,False
0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595,10,False,False,True
0.58,0.475,0.15,0.97,0.385,0.2165,0.35,11,False,False,True
0.49,0.39,0.12,0.511,0.2205,0.103,0.1745,9,False,True,False
0.265,0.2,0.065,0.084,0.034,0.0105,0.03,7,False,False,True
0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,10,False,False,True
0.625,0.495,0.155,1.025,0.46,0.1945,0.34,9,False,False,True
0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,13,False,False,True
0.665,0.57,0.185,1.522,0.6965,0.3025,0.405,13,True,False,False
0.53,0.425,0.15,0.8495,0.328,0.232,0.202,8,True,False,False
0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565,8,True,False,False
0.465,0.37,0.115,0.534,0.261,0.098,0.143,7,False,True,False
0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395,14,False,False,True
0.48,0.355,0.11,0.4495,0.201,0.089,0.14,8,False,True,False
0.405,0.3,0.12,0.324,0.1265,0.07,0.11,7,False,True,False
0.605,0.47,0.155,0.974,0.393,0.224,0.3345,9,True,False,False
0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,12,False,False,True
0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,10,False,False,True
0.57,0.43,0.16,0.811,0.3875,0.159,0.2285,9,True,False,False
0.51,0.39,0.135,0.769,0.3935,0.1455,0.19,8,False,False,True
0.49,0.39,0.135,0.592,0.242,0.096,0.1835,15,False,False,True
0.155,0.115,0.025,0.024,0.009,0.005,0.0075,5,False,False,True
0.43,0.32,0.11,0.3675,0.1675,0.102,0.105,8,False,True,False
0.585,0.455,0.225,1.055,0.3815,0.221,0.365,15,False,False,True
0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,16,False,False,True
0.675,0.525,0.17,1.8095,0.784,0.391,0.455,12,True,False,False
0.275,0.195,0.07,0.0875,0.0345,0.022,0.0255,4,False,True,False
0.37,0.29,0.115,0.25,0.111,0.057,0.075,9,True,False,False
0.545,0.425,0.125,0.768,0.294,0.1495,0.26,16,True,False,False
0.605,0.47,0.14,0.939,0.3385,0.201,0.32,13,False,True,False
0.415,0.325,0.1,0.313,0.139,0.0625,0.0965,7,False,True,False
0.58,0.445,0.16,0.984,0.49,0.201,0.27,9,False,False,True
0.62,0.48,0.155,1.2555,0.527,0.374,0.3175,11,False,False,True
0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,10,False,False,True
0.485,0.395,0.14,0.6295,0.2285,0.127,0.225,14,False,False,True
0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,11,True,False,False
0.51,0.34,0.18,0.7005,0.312,0.165,0.2,11,True,False,False
0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225,10,True,False,False
0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095,5,False,False,True
0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182,8,False,True,False
0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,8,False,False,True
0.65,0.525,0.19,1.3685,0.5975,0.296,0.4,11,False,False,True
0.59,0.465,0.15,0.997,0.392,0.246,0.34,12,True,False,False
0.72,0.545,0.185,1.7185,0.7925,0.401,0.468,11,True,False,False
0.575,0.45,0.135,0.8245,0.3375,0.2115,0.239,11,False,True,False
0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725,12,False,True,False
0.65,0.545,0.175,1.5245,0.59,0.326,0.495,10,True,False,False
0.585,0.475,0.15,1.065,0.5315,0.199,0.2885,10,False,False,True
0.135,0.13,0.04,0.029,0.0125,0.0065,0.008,4,False,True,False
0.655,0.5,0.18,1.4155,0.508,0.314,0.445,18,True,False,False
0.655,0.515,0.155,1.309,0.524,0.346,0.385,11,True,False,False
0.65,0.485,0.14,1.175,0.475,0.2435,0.215,8,False,False,True
0.43,0.325,0.09,0.425,0.217,0.087,0.095,7,False,True,False
0.485,0.37,0.13,0.458,0.181,0.113,0.136,10,False,True,False
0.37,0.275,0.095,0.257,0.1015,0.055,0.0825,6,False,True,False
0.615,0.47,0.175,1.242,0.5675,0.287,0.317,11,False,False,True
0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725,8,False,True,False
0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,8,False,False,True
0.6,0.485,0.145,0.776,0.3545,0.1585,0.239,9,True,False,False
0.46,0.365,0.125,0.4785,0.206,0.1045,0.141,8,True,False,False
0.605,0.49,0.165,1.1245,0.492,0.222,0.3555,11,False,False,True
0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3,False,True,False
0.43,0.33,0.1,0.449,0.254,0.0825,0.097,6,False,True,False
0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,9,False,True,False
0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,8,False,True,False
0.66,0.52,0.2,1.676,0.673,0.4805,0.45,17,True,False,False
0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,9,False,False,True
0.39,0.28,0.125,0.564,0.3035,0.0955,0.143,7,False,False,True
0.55,0.425,0.16,0.97,0.2885,0.139,0.48,20,False,False,True
0.565,0.44,0.115,0.9185,0.404,0.1785,0.29,11,False,False,True
0.625,0.47,0.145,0.984,0.475,0.2,0.265,11,True,False,False
0.72,0.565,0.17,1.613,0.723,0.3255,0.4945,12,True,False,False
0.5,0.385,0.11,0.596,0.3015,0.104,0.151,8,False,True,False
0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,13,False,True,False
0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745,10,True,False,False
0.465,0.35,0.13,0.494,0.1945,0.103,0.155,18,True,False,False
0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,11,False,False,True
0.62,0.505,0.16,1.3725,0.6285,0.275,0.3685,11,True,False,False
0.445,0.31,0.09,0.336,0.1555,0.09,0.0855,7,False,True,False
0.385,0.295,0.095,0.335,0.147,0.094,0.09,7,False,False,True
0.555,0.45,0.175,0.738,0.304,0.1755,0.22,9,False,True,False
0.57,0.465,0.18,1.295,0.339,0.2225,0.44,12,True,False,False
0.565,0.45,0.175,1.2365,0.5305,0.2455,0.308,10,True,False,False
0.385,0.315,0.11,0.286,0.1225,0.0635,0.0835,10,True,False,False
0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31,8,True,False,False
0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,9,True,False,False
0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,10,False,False,True
0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,9,True,False,False
0.495,0.395,0.12,0.553,0.224,0.1375,0.167,8,False,False,True
0.61,0.475,0.14,1.133,0.5275,0.2355,0.35,11,True,False,False
0.515,0.375,0.11,0.6065,0.3005,0.131,0.15,6,True,False,False
0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,10,False,False,True
0.76,0.575,0.19,1.829,0.7035,0.386,0.56,14,False,False,True
0.605,0.47,0.18,1.1155,0.479,0.2565,0.321,10,False,False,True
0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,10,True,False,False
0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185,10,False,False,True
0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,7,True,False,False
0.61,0.475,0.15,1.142,0.62,0.237,0.245,9,False,False,True
0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,8,True,False,False
0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,10,True,False,False
0.535,0.43,0.155,0.7845,0.3285,0.169,0.245,10,False,False,True
0.61,0.49,0.17,1.137,0.4605,0.2825,0.344,12,True,False,False
0.46,0.345,0.12,0.4155,0.198,0.0885,0.107,7,False,True,False
0.61,0.485,0.17,1.281,0.597,0.3035,0.33,9,False,False,True
0.325,0.24,0.075,0.152,0.065,0.0305,0.045,6,False,True,False
0.31,0.235,0.09,0.127,0.048,0.031,0.04,6,False,True,False
0.635,0.5,0.18,1.154,0.4405,0.2315,0.387,9,False,False,True
0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,12,True,False,False
0.605,0.435,0.13,0.9025,0.432,0.174,0.26,11,False,True,False
0.57,0.45,0.18,0.908,0.4015,0.217,0.255,9,True,False,False
0.525,0.415,0.12,0.596,0.2805,0.12,0.1695,9,False,True,False
0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326,10,True,False,False
0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575,6,False,False,True
0.6,0.46,0.17,1.1805,0.456,0.337,0.329,11,False,False,True
0.37,0.28,0.09,0.218,0.0995,0.0545,0.0615,7,False,True,False
0.25,0.19,0.06,0.0765,0.036,0.0115,0.0245,6,False,True,False
0.47,0.36,0.11,0.4965,0.237,0.127,0.13,6,True,False,False
0.58,0.45,0.195,0.8265,0.4035,0.173,0.225,9,True,False,False
0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214,7,False,False,True
0.68,0.505,0.17,1.3435,0.657,0.297,0.355,12,True,False,False
0.525,0.41,0.135,0.7905,0.4065,0.198,0.177,8,True,False,False
0.55,0.42,0.17,0.8465,0.336,0.2405,0.245,13,False,False,True
0.275,0.2,0.065,0.1165,0.0565,0.013,0.035,7,False,True,False
0.55,0.44,0.155,0.946,0.313,0.1825,0.335,16,True,False,False
0.535,0.41,0.15,0.8105,0.345,0.187,0.24,11,False,False,True
0.53,0.42,0.135,0.677,0.2565,0.1415,0.21,9,True,False,False
0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,9,False,False,True
0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195,12,False,False,True
0.36,0.27,0.085,0.196,0.0905,0.034,0.053,7,False,True,False
0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275,12,True,False,False
0.515,0.39,0.11,0.531,0.2415,0.098,0.1615,8,False,True,False
0.64,0.5,0.17,1.5175,0.693,0.326,0.409,11,True,False,False
0.505,0.38,0.12,0.594,0.2595,0.1435,0.18,7,False,True,False
0.585,0.455,0.155,1.133,0.5515,0.223,0.305,12,False,False,True
0.725,0.575,0.24,2.21,1.351,0.413,0.5015,13,False,False,True
0.6,0.47,0.175,1.105,0.4865,0.247,0.315,15,False,False,True
0.43,0.34,0.1,0.3405,0.1395,0.0665,0.12,8,False,True,False
0.59,0.45,0.125,0.86,0.437,0.1515,0.245,9,False,True,False
0.515,0.42,0.135,0.711,0.337,0.144,0.205,13,False,True,False
0.405,0.305,0.1,0.268,0.1145,0.053,0.085,7,False,True,False
0.71,0.555,0.17,1.47,0.5375,0.38,0.431,12,True,False,False
0.58,0.475,0.135,0.925,0.391,0.165,0.275,14,True,False,False
0.425,0.325,0.11,0.317,0.135,0.048,0.09,8,False,True,False
0.57,0.465,0.18,0.9995,0.405,0.277,0.295,16,True,False,False
0.39,0.28,0.125,0.564,0.3035,0.0955,0.143,7,False,False,True
0.585,0.455,0.125,1.027,0.391,0.212,0.25,17,False,False,True
0.54,0.44,0.135,0.959,0.2385,0.221,0.3,17,True,False,False
0.485,0.375,0.145,0.5885,0.2385,0.1155,0.19,13,True,False,False
0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,12,False,False,True
0.41,0.3,0.1,0.282,0.1255,0.057,0.0875,7,False,True,False
0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175,8,False,False,True
0.48,0.37,0.12,0.514,0.2075,0.131,0.155,13,False,True,False
0.52,0.415,0.16,0.595,0.2105,0.142,0.26,15,False,True,False
0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18,True,False,False
0.395,0.295,0.1,0.293,0.14,0.062,0.082,7,False,True,False
0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,9,False,False,True
0.525,0.405,0.135,0.7575,0.3305,0.216,0.195,10,False,False,True
0.555,0.405,0.19,1.406,0.6115,0.342,0.389,10,False,False,True
0.53,0.41,0.165,0.732,0.189,0.17,0.31,11,False,False,True
0.52,0.4,0.125,0.559,0.254,0.139,0.149,8,False,False,True
0.56,0.44,0.165,0.8,0.335,0.1735,0.25,12,False,True,False
0.725,0.565,0.21,2.1425,1.03,0.487,0.503,14,True,False,False
0.585,0.475,0.185,0.8575,0.3465,0.1785,0.275,12,True,False,False
0.49,0.39,0.135,0.5785,0.2465,0.123,0.2,13,True,False,False
0.69,0.54,0.185,1.6195,0.533,0.353,0.555,24,False,False,True
0.475,0.355,0.1,0.5035,0.2535,0.091,0.14,8,False,True,False
0.56,0.45,0.145,0.894,0.3885,0.2095,0.264,9,False,False,True
0.58,0.43,0.125,0.9115,0.446,0.2075,0.121,10,False,False,True
0.595,0.465,0.15,0.98,0.4115,0.196,0.2255,10,True,False,False
0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,10,False,True,False
0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,10,True,False,False
0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075,8,False,True,False
0.64,0.51,0.175,1.368,0.515,0.266,0.57,21,False,False,True
0.55,0.44,0.125,0.765,0.33,0.2125,0.245,9,True,False,False
0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,17,True,False,False
0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,13,False,False,True
0.665,0.505,0.16,1.2915,0.631,0.2925,0.32,11,True,False,False
0.645,0.49,0.16,1.144,0.5015,0.289,0.319,8,True,False,False
0.415,0.32,0.1,0.3005,0.1215,0.0575,0.104,11,False,False,True
0.48,0.355,0.115,0.4725,0.2065,0.112,0.132,8,False,True,False
0.355,0.26,0.09,0.1985,0.0715,0.0495,0.058,7,False,True,False
0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,7,False,False,True
0.28,0.21,0.075,0.1195,0.053,0.0265,0.03,6,False,True,False
0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,10,False,False,True
